"Love Cook",4.2
"Lucky Me!",3.29411764705882
MAMA,3.89814814814815
Maggi,3.68
Maitri,4.0
Mama,3.62887323943662
"Mama Pat's",3.6875
Mamee,3.93965517241379
Maruchan,3.55427631578947
Marutai,4.21428571428571
"Master Kong",3.84821428571429
"Mee Jang",3.28571428571429
Men-Sunaoshi,3.75
Menraku,4.25
Mexi-Ramen,2.5
"Mi E-Zee",2.95
"Mi Sedaap",4.14583333333333
"Mie Sedaap",1.5
Migawon,3.5
Miliket,3.75
"Miracle Noodle",4.0
Mitoku,0.25
"Mom's Dry Noodle",4.83333333333333
Morre,4.0
"Mr. Lee's Noodles",3.55
"Mr. Noodles",2.01666666666667
"Mr. Udon",3.125
"Mug Shot",3.0
"Mum Ngon",3.5
MyKuali,4.94791666666667
MyOri,5.0
Myojo,3.8015873015873
"Nagao Noodle",4.25
Nagatanien,3.0
"Nakaya Shouten",4.0
"Nan Hsing",0.25
"Nan Jie Cun",0.5
"Nanyang Chef",4.875
"New Touch",4.27777777777778
"New Way",4.0
Nissin,3.91856955380577
"No Name",2.375
"Noah Foods",2.375
Nongshim,4.0
"Noodle Time",1.75
"Nyor Nyar",5.0
"O Sung",2.5
"ORee Garden",5.0
Ogasawara,4.75
Ohsung,3.5
Omachi,3.75
"One Dish Asia",0.0
"Oni Hot Pot",3.95
"Osaka Ramen",3.75
Ottogi,3.32065217391304
Oyatsu,3.625
Paldo,4.01893939393939
"Paldo Vina",2.58333333333333
Pama,3.75
Pamana,3.5
Papa,3.25
Patanjali,5.0
Payless,3.83333333333333
Peyang,5.0
Pirkka,3.58333333333333
"Plats Du Chef",5.0
"Pop Bihun",3.75
"Pot Noodle",3.0
Pran,4.0
Premiere,3.875
President,4.5
"President Rice",2.75
Prima,5.0
"Prima Taste",5.0
Pringles,3.5
Pulmuone,3.8125
Q,3.25
"Qin Zong",3.0
Quickchow,3.2
"Rhee Bros Assi",3.45833333333333
"Right Foods",1.75
"Ripe'n'Dry",2.08333333333333
"Rocket Brand",2.5
Roland,0.0
"Royal Umbrella",3.0
Ruski,3.83333333333333
S&S,4.0
Sahmyook,3.25
"Saigon Ve Wong",3.23076923076923
"Sainsbury's",2.7
Saji,4.125
"Sakura Noodle",3.9
Sakurai,3.5
"Sakurai Foods",4.175
"Salam Mie",4.625
"Samurai Ramen",4.0
Samyang,3.33947368421053
"Samyang Foods",3.99038461538462
Sanpo,4.0
Sanrio,3.75
"Sanyo Foods",4.5
"Sao Tao",3.0
"Sapporo Ichiban",3.83
Sarimi,3.89285714285714
"Sau Tao",3.60714285714286
Sawadee,2.375
Sempio,4.25
"Seven & I",5.0
Seven-Eleven,4.5
Shan,3.2
Shirakiku,3.29545454545455
"Sichuan Baijia",4.0
"Sichuan Guangyou",2.125
Singa-Me,2.83333333333333
"Six Fortune",3.08333333333333
Smack,1.5
Snapdragon,3.2
Sokensha,3.5
"Song Hak",5.0
Souper,4.0
Springlife,3.0
"Star Anise Foods",3.75
"Sugakiya Foods",3.875
Suimin,3.2875
"Sun Noodle",4.46428571428571
Sunlee,3.0
Sunlight,2.1
"Sunny Maid",1.75
Super,3.6
"Super Bihun",3.9375
SuperMi,4.21875
Sura,3.75
Sutah,2.0
TRDP,3.75
TTL,4.91666666666667
Tablemark,4.41666666666667
Takamori,5.0
"Takamori Kosan",4.16071428571429
"Tao Kae Noi",5.0
"Tasty Bite",3.875
Tayho,1.25
Ten-In,2.5
"Teriyaki Time",2.0
Tesco,1.5625
"Thai Chef",3.6875
"Thai Choice",3.41666666666667
"Thai Kitchen",3.375
"Thai Pavilion",3.25
"Thai Smile",2.0
"The Bridge",5.0
"The Kitchen Food",4.5
"The Ramen Rater Select",5.0
"Thien Houng Foods",3.0
Tiger,0.0
"Tiger Tiger",2.375
"Tokachimen Koubou",2.25
"Tokushima Seifun",3.8125
"Tokyo Noodle",3.4375
Torishi,5.0
Tradition,3.2
Trident,2.75
"Tropicana Slim",3.75
"Tseng Noodles",4.82142857142857
Tung-I,3.0
"US Canning",0.0
"Uncle Sun",3.75
Uni-President,3.95833333333333
Unif,3.55384615384615
"Unif / Tung-I",3.11363636363636
"Unif Tung-I",1.0
Unif-100,3.875
United,2.91666666666667
Unox,3.375
Unzen,1.0
"Urban Noodle",2.5
"Ve Wong",3.14166666666667
Vedan,2.41666666666667
Vifon,3.05454545454545
"Vina Acecook",3.53676470588235
"Vit's",4.21153846153846
"Wai Wai",2.934
Wang,3.58333333333333
"Weh Lih",1.0
"Wei Chuan",3.625
"Wei Lih",3.45
"Wei Wei",3.41666666666667
Westbrae,0.5
"Western Family",1.70833333333333
"World O' Noodle",4.75
"Wu Mu",3.64285714285714
Wu-Mu,3.77083333333333
Wugudaochang,4.125
"Xiao Ban Mian",4.1
Xiuhe,4.25
Yamachan,4.56818181818182
Yamadai,3.25
Yamamori,4.625
Yamamoto,4.1875
"Yum Yum",3.75
Yum-Mie,3.5
"Zow Zow",3.75
iMee,3.5
iNoodle,3.0
